                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    117,                0.46803,                0.37435,                0.94766,                0.91903,                0.86604,                0.94161,                0.78979,                0.78926,                 0.5702,                 1.0003,             0.00018003,             0.00018003,             0.00018003
                    118,                0.46022,                0.35099,                0.94399,                0.93171,                0.84317,                0.94274,                0.77861,                0.83152,                0.56156,                 1.0321,             0.00017871,             0.00017871,             0.00017871
                    119,                0.46918,                0.37456,                0.95224,                 0.9221,                0.84302,                 0.9384,                 0.7891,                0.78187,                 0.5803,                 1.0036,              0.0001774,              0.0001774,              0.0001774
                    120,                0.46598,                 0.3547,                0.94788,                0.93387,                0.85222,                0.93778,                 0.7776,                0.81136,                0.57617,                 1.0194,             0.00017608,             0.00017608,             0.00017608
                    121,                0.46039,                0.36173,                0.94804,                0.93462,                0.85185,                0.94532,                0.78828,                0.79565,                0.56207,                 1.0159,             0.00017476,             0.00017476,             0.00017476
                    122,                0.47262,                0.35493,                0.94793,                0.93247,                0.87212,                0.94133,                0.78561,                0.77506,                0.56049,                0.99899,             0.00017344,             0.00017344,             0.00017344
                    123,                 0.4646,                 0.3573,                 0.9464,                0.91016,                0.86303,                0.93821,                0.78884,                0.77432,                0.55933,                0.99871,             0.00017212,             0.00017212,             0.00017212
                    124,                0.46165,                0.34825,                0.94844,                0.91573,                0.86957,                0.94116,                0.78419,                0.80149,                0.56084,                 1.0165,              0.0001708,              0.0001708,              0.0001708
                    125,                  0.459,                0.35927,                0.94982,                0.93245,                0.87186,                 0.9418,                0.78505,                0.80339,                0.54713,                  1.014,             0.00016948,             0.00016948,             0.00016948
                    126,                0.45257,                0.36121,                0.94468,                0.93204,                0.87819,                0.93967,                0.77852,                0.81565,                0.54513,                 1.0144,             0.00016817,             0.00016817,             0.00016817
                    127,                 0.4574,                0.34871,                0.94253,                0.92824,                0.87073,                0.92926,                0.78223,                0.78804,                0.56053,                 1.0083,             0.00016685,             0.00016685,             0.00016685
                    128,                 0.4494,                0.33915,                0.94126,                0.93241,                 0.8607,                0.93718,                0.78238,                0.79456,                0.53818,                  1.013,             0.00016553,             0.00016553,             0.00016553
                    129,                0.46002,                 0.3631,                0.94279,                0.94455,                 0.8671,                0.94086,                0.78371,                0.77636,                0.50861,                0.99656,             0.00016421,             0.00016421,             0.00016421
                    130,                0.45682,                0.34889,                0.94187,                0.93814,                0.86845,                0.93884,                0.78565,                0.76988,                0.51026,                0.99537,             0.00016289,             0.00016289,             0.00016289
                    131,                0.45945,                0.35401,                 0.9467,                0.93143,                 0.8779,                0.95016,                0.79144,                0.78228,                0.52106,                 1.0023,             0.00016157,             0.00016157,             0.00016157
                    132,                0.45095,                0.34211,                0.94149,                 0.9465,                0.87226,                0.94642,                0.78482,                0.80055,                0.53031,                 1.0063,             0.00016025,             0.00016025,             0.00016025
                    133,                 0.4662,                 0.3589,                0.95327,                 0.9422,                0.86635,                0.95771,                0.80557,                0.76616,                0.48838,                0.98558,             0.00015893,             0.00015893,             0.00015893
                    134,                0.45028,                0.34455,                 0.9399,                0.93242,                0.87378,                0.95112,                0.79472,                0.78943,                 0.5167,                 1.0019,             0.00015762,             0.00015762,             0.00015762
                    135,                0.46321,                0.35465,                0.94455,                0.93631,                0.85841,                0.94877,                 0.7887,                0.78126,                0.53487,                0.99651,              0.0001563,              0.0001563,              0.0001563
                    136,                0.45938,                0.35835,                0.94379,                0.93499,                 0.8689,                0.94708,                0.78734,                0.79725,                0.54516,                 1.0084,             0.00015498,             0.00015498,             0.00015498
                    137,                0.45137,                0.33842,                0.94225,                 0.9176,                0.88536,                0.94664,                0.77844,                0.82929,                0.52708,                  1.037,             0.00015366,             0.00015366,             0.00015366
                    138,                0.45132,                0.32946,                0.94153,                0.92025,                0.87476,                0.94796,                0.78445,                0.80704,                0.50872,                 1.0239,             0.00015234,             0.00015234,             0.00015234
                    139,                0.45917,                0.34839,                0.94221,                0.92231,                0.87957,                0.94508,                0.79081,                0.79845,                0.53028,                 1.0194,             0.00015102,             0.00015102,             0.00015102
                    140,                0.45427,                0.34486,                0.93876,                0.92345,                0.86563,                0.94436,                0.78245,                0.82227,                0.53338,                 1.0362,              0.0001497,              0.0001497,              0.0001497
                    141,                0.45176,                0.34968,                0.94195,                0.91469,                0.87882,                0.94714,                0.77635,                0.82393,                0.57058,                 1.0284,             0.00014838,             0.00014838,             0.00014838
                    142,                0.45108,                 0.3424,                0.94042,                0.91732,                0.85819,                0.94585,                0.78062,                0.83313,                0.56779,                 1.0303,             0.00014707,             0.00014707,             0.00014707
                    143,                0.45131,                0.33231,                0.93101,                0.91544,                0.87626,                0.94485,                0.78975,                0.80492,                0.54273,                 1.0134,             0.00014575,             0.00014575,             0.00014575
                    144,                0.44408,                0.34238,                0.93461,                0.90561,                 0.8764,                0.93749,                0.77722,                0.78325,                0.56081,                 1.0028,             0.00014443,             0.00014443,             0.00014443
                    145,                 0.4539,                0.34159,                  0.946,                0.90842,                0.89144,                0.94148,                0.78618,                0.76631,                 0.5521,                0.99185,             0.00014311,             0.00014311,             0.00014311
                    146,                0.44529,                0.33651,                0.93879,                0.93474,                0.89218,                0.94096,                0.77978,                0.81038,                0.51748,                 1.0272,             0.00014179,             0.00014179,             0.00014179
                    147,                0.44211,                0.34052,                0.94326,                0.92959,                0.85097,                0.93541,                0.78709,                0.76976,                0.54967,                  1.003,             0.00014047,             0.00014047,             0.00014047
                    148,                 0.4443,                0.34249,                0.94365,                 0.9312,                0.85523,                0.93498,                0.78289,                0.76635,                0.54667,                 0.9989,             0.00013915,             0.00013915,             0.00013915
                    149,                 0.4459,                0.33333,                0.94053,                0.93973,                0.86378,                0.93179,                0.77882,                0.78366,                0.54157,                 1.0051,             0.00013784,             0.00013784,             0.00013784
                    150,                0.44253,                0.33654,                0.93799,                0.93523,                0.86431,                0.93877,                0.78018,                0.80075,                0.55185,                 1.0151,             0.00013652,             0.00013652,             0.00013652
                    151,                0.45402,                0.34002,                0.94648,                0.90894,                0.86818,                0.93067,                0.77338,                0.79899,                0.55616,                 1.0115,              0.0001352,              0.0001352,              0.0001352
                    152,                0.43795,                0.33063,                0.94014,                0.90799,                0.87994,                0.93073,                0.77502,                  0.786,                0.56248,                 1.0067,             0.00013388,             0.00013388,             0.00013388
                    153,                0.44427,                0.33616,                0.94218,                0.92061,                0.87298,                0.92736,                0.77281,                0.79464,                0.56078,                 1.0158,             0.00013256,             0.00013256,             0.00013256
                    154,                0.43846,                 0.3282,                 0.9323,                0.90906,                0.87688,                0.92652,                0.77815,                0.77882,                0.57015,                0.99913,             0.00013124,             0.00013124,             0.00013124
                    155,                0.44219,                0.34305,                0.93616,                0.90805,                0.88483,                0.92923,                0.77091,                0.78373,                0.57557,                 1.0102,             0.00012992,             0.00012992,             0.00012992
                    156,                0.43996,                0.33386,                0.93917,                0.89993,                0.89196,                0.93417,                 0.7802,                0.77365,                0.56841,                 1.0042,              0.0001286,              0.0001286,              0.0001286
                    157,                0.44049,                0.33029,                0.93742,                0.90394,                0.87669,                0.93856,                0.77388,                0.79232,                0.56224,                 1.0139,             0.00012729,             0.00012729,             0.00012729
                    158,                0.44245,                 0.3356,                0.93732,                0.91665,                0.87388,                0.92768,                0.77304,                0.77377,                0.54856,                0.99907,             0.00012597,             0.00012597,             0.00012597
                    159,                0.43607,                 0.3229,                0.93169,                0.91547,                0.87504,                0.92341,                0.77595,                0.76881,                0.54599,                0.99921,             0.00012465,             0.00012465,             0.00012465
                    160,                0.42987,                0.31646,                0.93696,                 0.8945,                0.87327,                0.91585,                0.76323,                0.79995,                 0.5772,                 1.0133,             0.00012333,             0.00012333,             0.00012333
                    161,                0.43034,                0.32035,                0.93183,                0.90201,                0.84571,                0.91917,                0.77059,                0.77665,                0.58677,                  1.009,             0.00012201,             0.00012201,             0.00012201
                    162,                0.44499,                0.33415,                0.93782,                0.91532,                0.86195,                0.92754,                0.77568,                 0.7811,                0.56115,                 1.0126,             0.00012069,             0.00012069,             0.00012069
                    163,                0.44598,                 0.3306,                0.94387,                0.92351,                0.85664,                0.92787,                0.78209,                0.77087,                0.55821,                 1.0041,             0.00011937,             0.00011937,             0.00011937
                    164,                0.43672,                0.32869,                0.93691,                0.90341,                0.87065,                 0.9439,                0.79013,                 0.7736,                0.54478,                 1.0051,             0.00011806,             0.00011806,             0.00011806
                    165,                0.44305,                0.33183,                 0.9356,                 0.9324,                0.82776,                0.93385,                0.78361,                0.77415,                0.57984,                  1.009,             0.00011674,             0.00011674,             0.00011674
                    166,                0.43759,                  0.328,                0.93151,                0.90459,                0.86479,                0.94225,                0.78519,                0.77922,                 0.5682,                 1.0213,             0.00011542,             0.00011542,             0.00011542
                    167,                0.43187,                0.33297,                 0.9321,                0.91702,                0.85187,                0.92663,                0.77168,                0.78173,                 0.5742,                 1.0207,              0.0001141,              0.0001141,              0.0001141
                    168,                0.43377,                0.33379,                0.93416,                0.91704,                0.85053,                0.93103,                0.77263,                0.77341,                0.57459,                 1.0074,             0.00011278,             0.00011278,             0.00011278
                    169,                0.42762,                0.32619,                0.92841,                0.92381,                0.84238,                0.93619,                0.77996,                0.77701,                0.57109,                   1.01,             0.00011146,             0.00011146,             0.00011146
                    170,                0.43449,                0.32534,                0.93091,                0.91369,                0.85124,                 0.9449,                0.78532,                0.78845,                0.56012,                  1.013,             0.00011014,             0.00011014,             0.00011014
                    171,                0.43912,                0.33021,                 0.9357,                0.92583,                0.85841,                0.94798,                0.78804,                0.77843,                0.52512,                 1.0104,             0.00010882,             0.00010882,             0.00010882
                    172,                0.43556,                0.32917,                0.93582,                0.91767,                0.86006,                0.94524,                0.79008,                0.76119,                0.51344,                0.99406,             0.00010751,             0.00010751,             0.00010751
                    173,                   0.44,                0.33469,                0.93702,                0.93414,                 0.8546,                0.93895,                0.78625,                 0.7641,                0.51661,                0.99504,             0.00010619,             0.00010619,             0.00010619
                    174,                0.43668,                 0.3222,                0.93646,                 0.9258,                0.85636,                0.94116,                0.78496,                0.77567,                0.52742,                 1.0063,             0.00010487,             0.00010487,             0.00010487
                    175,                0.43394,                 0.3227,                0.93038,                0.93515,                0.83905,                0.93569,                0.78471,                0.77665,                0.54394,                 1.0108,             0.00010355,             0.00010355,             0.00010355
                    176,                0.43423,                0.31889,                0.93224,                 0.9193,                0.85527,                0.93633,                0.78492,                0.77627,                0.57144,                 1.0079,             0.00010223,             0.00010223,             0.00010223
                    177,                0.43398,                0.33523,                0.93512,                0.90945,                0.85573,                 0.9338,                0.77976,                0.79261,                0.55485,                 1.0151,             0.00010091,             0.00010091,             0.00010091
                    178,                0.41813,                 0.3237,                0.93101,                0.90722,                0.84265,                0.93713,                0.78534,                0.77828,                0.55436,                 1.0033,             9.9594e-05,             9.9594e-05,             9.9594e-05
                    179,                0.43971,                0.32456,                 0.9374,                0.90289,                0.84546,                0.93912,                0.78385,                0.79111,                0.55895,                 1.0118,             9.8275e-05,             9.8275e-05,             9.8275e-05
                    180,                0.44288,                0.32963,                0.94087,                0.88782,                0.86373,                0.93645,                0.78164,                  0.787,                0.55141,                  1.017,             9.6956e-05,             9.6956e-05,             9.6956e-05
                    181,                0.42582,                0.31474,                0.92957,                0.91748,                0.83818,                0.94248,                0.78944,                0.78892,                0.55672,                 1.0129,             9.5638e-05,             9.5638e-05,             9.5638e-05
                    182,                0.42785,                0.30794,                0.93064,                0.92119,                0.84067,                0.94233,                0.78532,                0.80675,                  0.547,                 1.0208,             9.4319e-05,             9.4319e-05,             9.4319e-05
                    183,                0.42702,                0.31505,                0.93648,                0.89527,                0.86165,                0.93628,                0.78881,                0.75231,                0.54101,                 0.9929,                9.3e-05,                9.3e-05,                9.3e-05
                    184,                0.43571,                0.33143,                0.93886,                0.91424,                 0.8615,                0.93583,                0.78552,                0.75975,                0.52878,                0.99454,             9.1682e-05,             9.1682e-05,             9.1682e-05
                    185,                0.43037,                0.31429,                0.93603,                0.90361,                0.86543,                0.93733,                 0.7826,                0.78123,                0.54085,                 1.0098,             9.0363e-05,             9.0363e-05,             9.0363e-05
                    186,                0.43034,                0.31901,                0.92963,                0.92366,                0.83101,                0.93682,                0.78107,                 0.7833,                0.55334,                 1.0116,             8.9044e-05,             8.9044e-05,             8.9044e-05
                    187,                0.42518,                 0.3173,                0.93312,                0.86261,                0.87775,                 0.9318,                0.78094,                0.76816,                0.56593,                 1.0028,             8.7726e-05,             8.7726e-05,             8.7726e-05
                    188,                0.43176,                0.32309,                0.93611,                0.93222,                 0.8314,                0.93362,                0.78102,                0.77172,                0.55431,                 1.0013,             8.6407e-05,             8.6407e-05,             8.6407e-05
                    189,                0.42418,                0.30992,                0.92885,                0.92169,                0.84586,                0.93772,                0.78876,                0.77111,                0.54753,                 1.0056,             8.5088e-05,             8.5088e-05,             8.5088e-05
                    190,                0.41626,                0.31246,                0.92376,                0.91652,                0.85498,                0.92951,                0.78173,                0.76709,                0.56102,                 1.0023,             8.3769e-05,             8.3769e-05,             8.3769e-05
                    191,                0.43047,                 0.3281,                0.94051,                0.91756,                0.85904,                0.93094,                0.77918,                0.79146,                 0.5626,                 1.0169,             8.2451e-05,             8.2451e-05,             8.2451e-05
                    192,                0.41853,                0.30804,                0.92962,                0.90151,                0.85163,                0.94097,                0.79324,                0.76615,                0.55802,                 1.0037,             8.1132e-05,             8.1132e-05,             8.1132e-05
                    193,                0.42691,                0.31563,                0.92931,                0.90425,                0.84979,                 0.9328,                0.78544,                0.76237,                0.58633,                 1.0021,             7.9813e-05,             7.9813e-05,             7.9813e-05
                    194,                0.42673,                0.31017,                0.93454,                0.91816,                0.83941,                0.93161,                0.78546,                0.77636,                0.58409,                  1.009,             7.8495e-05,             7.8495e-05,             7.8495e-05
                    195,                0.43237,                0.32281,                0.93336,                0.92751,                0.84692,                0.94053,                0.78833,                0.77934,                0.56297,                 1.0122,             7.7176e-05,             7.7176e-05,             7.7176e-05
                    196,                0.42184,                0.30846,                0.92675,                0.93277,                0.85627,                0.93864,                 0.7854,                0.77881,                0.53817,                 1.0125,             7.5857e-05,             7.5857e-05,             7.5857e-05
                    197,                0.42243,                0.31295,                0.93774,                0.92545,                0.85597,                0.94182,                0.78847,                0.78309,                0.54168,                  1.016,             7.4539e-05,             7.4539e-05,             7.4539e-05
                    198,                0.41961,                0.31066,                0.93443,                0.92403,                 0.8563,                0.93792,                0.78795,                0.77135,                0.54637,                 1.0047,              7.322e-05,              7.322e-05,              7.322e-05
                    199,                0.42039,                0.31262,                0.93105,                0.92536,                0.85929,                0.93667,                0.78461,                0.77732,                0.54969,                 1.0064,             7.1901e-05,             7.1901e-05,             7.1901e-05
                    200,                0.42535,                0.30823,                 0.9325,                0.92059,                0.85367,                0.93431,                0.78661,                0.75978,                0.55274,                 1.0002,             7.0583e-05,             7.0583e-05,             7.0583e-05
                    201,                0.42429,                0.32168,                0.92971,                0.91812,                0.85397,                0.93563,                0.78158,                0.77191,                 0.5728,                 1.0084,             6.9264e-05,             6.9264e-05,             6.9264e-05
                    202,                0.42509,                0.31717,                0.93255,                0.93032,                0.84688,                0.93506,                 0.7801,                0.77614,                0.56091,                 1.0109,             6.7945e-05,             6.7945e-05,             6.7945e-05
                    203,                0.42207,                0.31022,                  0.934,                0.92331,                0.84396,                0.93458,                0.78383,                0.77244,                0.55299,                 1.0062,             6.6627e-05,             6.6627e-05,             6.6627e-05
                    204,                 0.4124,                0.29829,                0.93023,                0.92034,                0.84688,                0.93838,                0.78022,                0.78545,                 0.5565,                   1.01,             6.5308e-05,             6.5308e-05,             6.5308e-05
                    205,                0.42346,                0.31224,                0.93208,                0.91919,                0.85334,                0.93639,                0.77458,                0.79051,                0.54967,                 1.0137,             6.3989e-05,             6.3989e-05,             6.3989e-05
                    206,                0.41244,                0.30198,                0.92884,                0.90042,                0.87181,                0.94224,                0.78149,                0.79891,                0.54402,                 1.0195,             6.2671e-05,             6.2671e-05,             6.2671e-05
                    207,                0.41068,                0.31155,                0.92399,                0.91733,                0.87111,                0.93586,                0.77821,                0.78231,                0.54917,                  1.009,             6.1352e-05,             6.1352e-05,             6.1352e-05
                    208,                0.42419,                0.31871,                0.93503,                0.90609,                0.88613,                0.94351,                0.78407,                0.78101,                0.53082,                 1.0109,             6.0033e-05,             6.0033e-05,             6.0033e-05
                    209,                0.42559,                0.31219,                0.93427,                0.91926,                0.86551,                0.94472,                 0.7886,                0.78392,                0.53256,                 1.0117,             5.8715e-05,             5.8715e-05,             5.8715e-05
                    210,                0.42214,                0.30785,                0.93001,                0.91369,                0.87426,                0.94417,                0.78686,                0.79156,                0.53176,                 1.0191,             5.7396e-05,             5.7396e-05,             5.7396e-05
                    211,                0.41085,                0.29708,                0.92865,                0.90328,                0.87711,                0.94408,                0.78688,                0.79306,                0.53748,                 1.0228,             5.6077e-05,             5.6077e-05,             5.6077e-05
                    212,                 0.4245,                0.31324,                0.93239,                 0.9004,                0.87989,                 0.9421,                0.78613,                0.79637,                0.53878,                 1.0231,             5.4759e-05,             5.4759e-05,             5.4759e-05
                    213,                0.40877,                0.29942,                0.92922,                 0.9206,                0.86701,                0.94169,                0.78582,                0.78436,                0.52594,                 1.0119,              5.344e-05,              5.344e-05,              5.344e-05
                    214,                0.41311,                 0.3068,                0.92591,                0.92821,                0.86349,                0.93387,                0.78023,                0.77698,                0.52498,                 1.0094,             5.2121e-05,             5.2121e-05,             5.2121e-05
                    215,                0.41184,                 0.3066,                0.92952,                0.92779,                0.86252,                0.93521,                0.78254,                0.77172,                0.52984,                 1.0087,             5.0802e-05,             5.0802e-05,             5.0802e-05
                    216,                 0.4146,                0.29999,                0.92535,                 0.9246,                0.86032,                 0.9344,                 0.7828,                0.78107,                0.53205,                 1.0159,             4.9484e-05,             4.9484e-05,             4.9484e-05
                    217,                0.40734,                0.29532,                0.92888,                0.91997,                0.86473,                0.92908,                0.77917,                0.78232,                0.53973,                 1.0149,             4.8165e-05,             4.8165e-05,             4.8165e-05
                    218,                0.41007,                0.30136,                0.92908,                0.92495,                0.86153,                0.93573,                0.78767,                 0.7757,                0.54171,                 1.0114,             4.6846e-05,             4.6846e-05,             4.6846e-05
                    219,                0.42175,                0.30909,                0.93257,                0.92234,                0.85752,                0.93697,                0.78693,                0.77764,                0.54429,                 1.0109,             4.5528e-05,             4.5528e-05,             4.5528e-05
                    220,                0.42072,                0.30253,                0.92932,                0.92236,                0.85588,                0.93728,                0.79244,                0.75841,                0.53764,                0.99963,             4.4209e-05,             4.4209e-05,             4.4209e-05
                    221,                0.41361,                0.30409,                0.92341,                0.91987,                0.85075,                0.93613,                0.78822,                0.77607,                0.54781,                 1.0126,              4.289e-05,              4.289e-05,              4.289e-05
                    222,                0.42212,                0.30606,                0.93137,                0.91156,                0.85109,                0.93287,                0.78603,                0.77182,                 0.5602,                 1.0085,             4.1572e-05,             4.1572e-05,             4.1572e-05
                    223,                0.40853,                0.29783,                0.92417,                 0.8795,                0.87702,                0.93536,                0.79194,                0.76089,                 0.5637,                 1.0019,             4.0253e-05,             4.0253e-05,             4.0253e-05
                    224,                0.40586,                0.29203,                0.92486,                0.89995,                0.87056,                0.93819,                0.78992,                0.78169,                0.55869,                 1.0174,             3.8934e-05,             3.8934e-05,             3.8934e-05
                    225,                0.41027,                0.29542,                0.92215,                   0.91,                0.86358,                0.93792,                0.79073,                0.77533,                0.55192,                 1.0131,             3.7616e-05,             3.7616e-05,             3.7616e-05
                    226,                0.41985,                0.30286,                0.92853,                0.90912,                0.86481,                0.94014,                0.79503,                0.76914,                0.54203,                 1.0089,             3.6297e-05,             3.6297e-05,             3.6297e-05
                    227,                0.41207,                0.30049,                0.92481,                0.90255,                0.87082,                 0.9376,                0.79169,                0.77494,                0.54857,                 1.0124,             3.4978e-05,             3.4978e-05,             3.4978e-05
                    228,                0.41421,                0.30042,                0.93285,                 0.9053,                0.86128,                0.93947,                0.79101,                0.76779,                0.55089,                  1.009,              3.366e-05,              3.366e-05,              3.366e-05
                    229,                0.40309,                0.30349,                0.92957,                0.90604,                0.86467,                0.94184,                0.79207,                0.77709,                0.55605,                 1.0155,             3.2341e-05,             3.2341e-05,             3.2341e-05
                    230,                0.40848,                0.30079,                0.92524,                 0.9112,                0.86434,                0.94082,                0.79561,                0.76664,                0.55066,                 1.0067,             3.1022e-05,             3.1022e-05,             3.1022e-05
                    231,                0.41014,                0.30229,                0.92947,                0.91732,                0.86034,                0.94044,                0.79556,                0.77231,                 0.5562,                  1.011,             2.9704e-05,             2.9704e-05,             2.9704e-05
                    232,                0.40576,                 0.3023,                0.92689,                0.92222,                  0.859,                0.94155,                0.79521,                0.77387,                0.54844,                  1.013,             2.8385e-05,             2.8385e-05,             2.8385e-05
                    233,                0.41816,                0.30931,                0.92895,                0.92466,                0.85943,                0.94248,                0.79251,                0.78057,                0.54827,                 1.0173,             2.7066e-05,             2.7066e-05,             2.7066e-05
